Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade de Estoque,Filial,Data da Venda
Corretivo,Eletrônicos,41.43,Indisponivel,Filial 8,Indisponivel
Batom líquido,Eletrônicos,74.63,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Roupas,37.4,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,75.63,Indisponivel,Filial 8,Indisponivel
Blush em pó,Eletrônicos,65.34,Indisponivel,Filial 9,Indisponivel
Pó compacto,Eletrônicos,81.01,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrônicos,37.87,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Roupas,58.5,Indisponivel,Filial 2,Indisponivel
Corretivo,Roupas,4.31,Indisponivel,Filial 2,Indisponivel
Base líquida,Alimentos,88.56,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,4.67,Indisponivel,Filial 3,Indisponivel
Corretivo,Alimentos,83.91,Indisponivel,Filial 4,Indisponivel
Batom líquido,Alimentos,83.91,Indisponivel,Filial 9,Indisponivel
Pó compacto,Alimentos,15.66,Indisponivel,Filial 4,Indisponivel
Base líquida,Alimentos,55.73,Indisponivel,Filial 9,Indisponivel
Blush em pó,Eletrodomésticos,67.12,Indisponivel,Filial 2,Indisponivel
Base líquida,Eletrônicos,90.81,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrodomésticos,97.43,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrônicos,45.93,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Eletrônicos,56.55,Indisponivel,Filial 7,Indisponivel
Pó compacto,Roupas,95.59,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,44.98,Indisponivel,Filial 3,Indisponivel
Corretivo,Roupas,89.59,Indisponivel,Filial 10,Indisponivel
Pó compacto,Roupas,53.74,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Alimentos,24.98,Indisponivel,Filial 3,Indisponivel
Máscara de cílios,Eletrodomésticos,68.5,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Roupas,45.86,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Alimentos,42.64,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrodomésticos,97.71,Indisponivel,Filial 6,Indisponivel
Pó compacto,Roupas,51.25,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrônicos,49.61,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Alimentos,96.49,Indisponivel,Filial 2,Indisponivel
Batom líquido,Roupas,36.46,Indisponivel,Filial 5,Indisponivel
Batom líquido,Roupas,72.75,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Eletrônicos,6.8,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Roupas,83.8,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,24.46,Indisponivel,Filial 6,Indisponivel
Pó compacto,Roupas,14.9,Indisponivel,Filial 9,Indisponivel
Pó compacto,Alimentos,97.06,Indisponivel,Filial 5,Indisponivel
Batom líquido,Alimentos,31.23,Indisponivel,Filial 3,Indisponivel
Base líquida,Roupas,83.21,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Eletrônicos,78.69,Indisponivel,Filial 9,Indisponivel
Corretivo,Roupas,63.99,Indisponivel,Filial 1,Indisponivel
Base líquida,Alimentos,37.17,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrônicos,75.44,Indisponivel,Filial 1,Indisponivel
Batom matte,Roupas,95.08,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Alimentos,98.95,Indisponivel,Filial 3,Indisponivel
Corretivo,Eletrodomésticos,95.38,Indisponivel,Filial 8,Indisponivel
Batom matte,Roupas,30.46,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Alimentos,28.74,Indisponivel,Filial 4,Indisponivel
Batom matte,Alimentos,42.2,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrônicos,55.38,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,19.85,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Eletrônicos,10.6,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrônicos,75.07,Indisponivel,Filial 5,Indisponivel
Batom matte,Alimentos,71.05,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Eletrônicos,61.71,Indisponivel,Filial 7,Indisponivel
Corretivo,Alimentos,54.69,Indisponivel,Filial 8,Indisponivel
Batom líquido,Roupas,76.14,Indisponivel,Filial 8,Indisponivel
Batom líquido,Eletrônicos,82.16,Indisponivel,Filial 4,Indisponivel
Batom líquido,Alimentos,16.79,Indisponivel,Filial 1,Indisponivel
Corretivo,Alimentos,11.5,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrônicos,21.62,Indisponivel,Filial 5,Indisponivel
Base líquida,Alimentos,88.11,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrônicos,60.1,Indisponivel,Filial 6,Indisponivel
Base líquida,Eletrônicos,50.04,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,58.11,Indisponivel,Filial 7,Indisponivel
Batom líquido,Eletrodomésticos,3.17,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Roupas,85.61,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Eletrônicos,36.62,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrodomésticos,3.34,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrodomésticos,62.61,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Eletrônicos,38.54,Indisponivel,Filial 7,Indisponivel
Base líquida,Alimentos,42.43,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrodomésticos,31.08,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrodomésticos,90.15,Indisponivel,Filial 7,Indisponivel
Pó compacto,Eletrodomésticos,37.13,Indisponivel,Filial 3,Indisponivel
Blush em pó,Alimentos,6.27,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrônicos,93.22,Indisponivel,Filial 10,Indisponivel
Base líquida,Roupas,18.28,Indisponivel,Filial 10,Indisponivel
Batom líquido,Eletrônicos,71.76,Indisponivel,Filial 5,Indisponivel
Batom líquido,Eletrônicos,53.92,Indisponivel,Filial 6,Indisponivel
Corretivo,Eletrônicos,75.69,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrônicos,84.95,Indisponivel,Filial 4,Indisponivel
Delineador líquido,Eletrodomésticos,66.7,Indisponivel,Filial 4,Indisponivel
Pó compacto,Roupas,94.75,Indisponivel,Filial 6,Indisponivel
Pó compacto,Alimentos,24.98,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrônicos,31.01,Indisponivel,Filial 9,Indisponivel
Pó compacto,Alimentos,97.23,Indisponivel,Filial 9,Indisponivel
Batom líquido,Eletrônicos,50.61,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,94.73,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Eletrônicos,62.56,Indisponivel,Filial 8,Indisponivel
Corretivo,Eletrodomésticos,21.48,Indisponivel,Filial 6,Indisponivel
Sombra de olhos,Eletrodomésticos,6.89,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Roupas,90.58,Indisponivel,Filial 5,Indisponivel
Base líquida,Eletrônicos,3.66,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrônicos,10.61,Indisponivel,Filial 5,Indisponivel
Corretivo,Roupas,34.15,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Eletrônicos,17.83,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Eletrodomésticos,99.34,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Roupas,56.52,Indisponivel,Filial 6,Indisponivel
Máscara de cílios,Roupas,17.72,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,25.46,Indisponivel,Filial 4,Indisponivel
Batom matte,Roupas,69.88,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,6.32,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Alimentos,40.42,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Alimentos,90.03,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Roupas,35.45,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,91.09,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,42.51,Indisponivel,Filial 4,Indisponivel
Blush em pó,Roupas,85.01,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrônicos,7.24,Indisponivel,Filial 8,Indisponivel
Pó compacto,Alimentos,20.4,Indisponivel,Filial 2,Indisponivel
Base líquida,Alimentos,71.61,Indisponivel,Filial 4,Indisponivel
Blush em pó,Roupas,16.63,Indisponivel,Filial 9,Indisponivel
Base líquida,Eletrodomésticos,88.2,Indisponivel,Filial 9,Indisponivel
Base líquida,Eletrodomésticos,67.61,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Alimentos,49.48,Indisponivel,Filial 4,Indisponivel
Batom líquido,Roupas,23.25,Indisponivel,Filial 2,Indisponivel
Blush em pó,Alimentos,38.12,Indisponivel,Filial 6,Indisponivel
Pó compacto,Eletrônicos,10.02,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Roupas,18.87,Indisponivel,Filial 9,Indisponivel
Sombra de olhos,Roupas,51.22,Indisponivel,Filial 6,Indisponivel
Base líquida,Eletrônicos,74.66,Indisponivel,Filial 4,Indisponivel
Batom líquido,Eletrônicos,88.13,Indisponivel,Filial 6,Indisponivel
Lápis de sobrancelha,Alimentos,2.87,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrodomésticos,67.83,Indisponivel,Filial 3,Indisponivel
Pó compacto,Eletrodomésticos,25.68,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Eletrônicos,2.36,Indisponivel,Filial 1,Indisponivel
Batom líquido,Eletrônicos,9.79,Indisponivel,Filial 1,Indisponivel
Batom líquido,Alimentos,4.47,Indisponivel,Filial 3,Indisponivel
Blush em pó,Alimentos,62.14,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Roupas,53.19,Indisponivel,Filial 5,Indisponivel
Batom líquido,Alimentos,40.39,Indisponivel,Filial 7,Indisponivel
Pó compacto,Alimentos,92.02,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrônicos,50.99,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrônicos,83.54,Indisponivel,Filial 2,Indisponivel
Batom líquido,Alimentos,65.97,Indisponivel,Filial 3,Indisponivel
Pó compacto,Roupas,39.43,Indisponivel,Filial 10,Indisponivel
Corretivo,Alimentos,40.15,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Eletrônicos,83.26,Indisponivel,Filial 7,Indisponivel
Batom matte,Eletrônicos,92.3,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Alimentos,9.01,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,89.1,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrônicos,39.98,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Alimentos,80.16,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrônicos,84.42,Indisponivel,Filial 1,Indisponivel
Pó compacto,Eletrônicos,27.44,Indisponivel,Filial 3,Indisponivel
Base líquida,Eletrônicos,52.36,Indisponivel,Filial 4,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,78.69,Indisponivel,Filial 3,Indisponivel
Batom matte,Alimentos,59.92,Indisponivel,Filial 4,Indisponivel
Corretivo,Roupas,17.26,Indisponivel,Filial 3,Indisponivel
Delineador líquido,Alimentos,93.22,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Eletrodomésticos,89.68,Indisponivel,Filial 4,Indisponivel
Batom líquido,Eletrônicos,65.97,Indisponivel,Filial 6,Indisponivel
Blush em pó,Alimentos,97.15,Indisponivel,Filial 6,Indisponivel
Pó compacto,Alimentos,14.93,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,57.54,Indisponivel,Filial 1,Indisponivel
Batom matte,Eletrodomésticos,72.76,Indisponivel,Filial 9,Indisponivel
Máscara de cílios,Eletrônicos,56.37,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Alimentos,80.89,Indisponivel,Filial 3,Indisponivel
Sombra de olhos,Alimentos,86.28,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrônicos,2.94,Indisponivel,Filial 5,Indisponivel
Máscara de cílios,Eletrônicos,63.9,Indisponivel,Filial 8,Indisponivel
Blush em pó,Roupas,83.63,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Alimentos,34.01,Indisponivel,Filial 6,Indisponivel
Blush em pó,Eletrodomésticos,15.58,Indisponivel,Filial 4,Indisponivel
Batom matte,Roupas,37.43,Indisponivel,Filial 4,Indisponivel
Base líquida,Alimentos,45.14,Indisponivel,Filial 4,Indisponivel
Batom matte,Roupas,34.24,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Eletrônicos,25.01,Indisponivel,Filial 3,Indisponivel
Base líquida,Eletrodomésticos,51.84,Indisponivel,Filial 9,Indisponivel
Base líquida,Eletrônicos,71.64,Indisponivel,Filial 6,Indisponivel
Base líquida,Roupas,20.56,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrônicos,26.49,Indisponivel,Filial 1,Indisponivel
Sombra de olhos,Eletrônicos,88.63,Indisponivel,Filial 2,Indisponivel
Lápis de sobrancelha,Eletrônicos,66.66,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,53.7,Indisponivel,Filial 8,Indisponivel
Pó compacto,Alimentos,79.65,Indisponivel,Filial 6,Indisponivel
Batom matte,Eletrodomésticos,90.76,Indisponivel,Filial 6,Indisponivel
Corretivo,Alimentos,64.81,Indisponivel,Filial 6,Indisponivel
Pó compacto,Roupas,9.98,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Roupas,64.24,Indisponivel,Filial 6,Indisponivel
Batom líquido,Alimentos,30.89,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Alimentos,89.81,Indisponivel,Filial 5,Indisponivel
Blush em pó,Alimentos,40.4,Indisponivel,Filial 10,Indisponivel
Base líquida,Eletrodomésticos,23.63,Indisponivel,Filial 10,Indisponivel
Corretivo,Eletrodomésticos,8.2,Indisponivel,Filial 1,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,70.49,Indisponivel,Filial 9,Indisponivel
Delineador líquido,Eletrodomésticos,52.26,Indisponivel,Filial 8,Indisponivel
Corretivo,Eletrônicos,25.43,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,7.09,Indisponivel,Filial 2,Indisponivel
Delineador líquido,Alimentos,30.77,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,35.41,Indisponivel,Filial 3,Indisponivel
Corretivo,Eletrodomésticos,81.44,Indisponivel,Filial 4,Indisponivel
Batom líquido,Roupas,21.39,Indisponivel,Filial 9,Indisponivel
Base líquida,Alimentos,61.54,Indisponivel,Filial 1,Indisponivel
Batom líquido,Eletrônicos,94.07,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrônicos,15.38,Indisponivel,Filial 3,Indisponivel
Corretivo,Alimentos,2.5,Indisponivel,Filial 1,Indisponivel
Batom matte,Roupas,54.82,Indisponivel,Filial 7,Indisponivel
Batom matte,Eletrodomésticos,34.48,Indisponivel,Filial 5,Indisponivel
Blush em pó,Alimentos,30.69,Indisponivel,Filial 8,Indisponivel
Base líquida,Alimentos,44.64,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Alimentos,14.67,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Alimentos,33.21,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Eletrônicos,25.44,Indisponivel,Filial 7,Indisponivel
Máscara de cílios,Alimentos,27.51,Indisponivel,Filial 1,Indisponivel
Blush em pó,Roupas,55.61,Indisponivel,Filial 8,Indisponivel
Pó compacto,Eletrodomésticos,59.93,Indisponivel,Filial 10,Indisponivel
Blush em pó,Eletrônicos,18.96,Indisponivel,Filial 7,Indisponivel
Batom líquido,Roupas,87.89,Indisponivel,Filial 10,Indisponivel
Corretivo,Alimentos,17.4,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Eletrodomésticos,65.22,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Roupas,40.96,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Eletrodomésticos,60.66,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,58.21,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Eletrônicos,37.24,Indisponivel,Filial 6,Indisponivel
Base líquida,Roupas,42.15,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Eletrodomésticos,73.35,Indisponivel,Filial 7,Indisponivel
Sombra de olhos,Eletrônicos,42.4,Indisponivel,Filial 5,Indisponivel
Corretivo,Alimentos,7.86,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Alimentos,87.57,Indisponivel,Filial 4,Indisponivel
Batom matte,Eletrônicos,96.12,Indisponivel,Filial 7,Indisponivel
Lápis de sobrancelha,Alimentos,98.21,Indisponivel,Filial 6,Indisponivel
Delineador líquido,Alimentos,28.57,Indisponivel,Filial 3,Indisponivel
Corretivo,Eletrodomésticos,94.33,Indisponivel,Filial 3,Indisponivel
Pó compacto,Eletrônicos,52.31,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Eletrodomésticos,82.71,Indisponivel,Filial 2,Indisponivel
Corretivo,Eletrodomésticos,55.42,Indisponivel,Filial 4,Indisponivel
Corretivo,Alimentos,77.06,Indisponivel,Filial 4,Indisponivel
Base líquida,Eletrodomésticos,29.79,Indisponivel,Filial 10,Indisponivel
Batom líquido,Eletrônicos,9.15,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Roupas,62.13,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,32.4,Indisponivel,Filial 1,Indisponivel
Blush em pó,Eletrônicos,93.13,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,28.66,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrodomésticos,35.72,Indisponivel,Filial 2,Indisponivel
Pó compacto,Eletrônicos,61.84,Indisponivel,Filial 5,Indisponivel
Sombra de olhos,Eletrônicos,38.33,Indisponivel,Filial 1,Indisponivel
Delineador líquido,Roupas,22.51,Indisponivel,Filial 1,Indisponivel
Base líquida,Eletrodomésticos,34.06,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Alimentos,53.4,Indisponivel,Filial 4,Indisponivel
Batom líquido,Roupas,60.46,Indisponivel,Filial 5,Indisponivel
Blush em pó,Eletrodomésticos,84.41,Indisponivel,Filial 1,Indisponivel
Base líquida,Roupas,62.87,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,2.96,Indisponivel,Filial 8,Indisponivel
Sombra de olhos,Alimentos,86.25,Indisponivel,Filial 4,Indisponivel
Máscara de cílios,Roupas,12.88,Indisponivel,Filial 5,Indisponivel
Lápis de sobrancelha,Alimentos,62.66,Indisponivel,Filial 3,Indisponivel
Blush em pó,Eletrodomésticos,53.0,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Roupas,81.99,Indisponivel,Filial 7,Indisponivel
Corretivo,Eletrônicos,99.83,Indisponivel,Filial 2,Indisponivel
Sombra de olhos,Eletrônicos,6.85,Indisponivel,Filial 8,Indisponivel
Blush em pó,Eletrodomésticos,10.1,Indisponivel,Filial 7,Indisponivel
Pó compacto,Alimentos,79.94,Indisponivel,Filial 9,Indisponivel
Lápis de sobrancelha,Eletrônicos,47.53,Indisponivel,Filial 10,Indisponivel
Pó compacto,Eletrônicos,50.49,Indisponivel,Filial 8,Indisponivel
Lápis de sobrancelha,Eletrodomésticos,19.21,Indisponivel,Filial 7,Indisponivel
Delineador líquido,Eletrônicos,92.27,Indisponivel,Filial 3,Indisponivel
Batom matte,Roupas,39.66,Indisponivel,Filial 2,Indisponivel
Batom matte,Eletrônicos,74.73,Indisponivel,Filial 9,Indisponivel
Base líquida,Alimentos,67.24,Indisponivel,Filial 8,Indisponivel
Batom líquido,Eletrodomésticos,24.74,Indisponivel,Filial 2,Indisponivel
Máscara de cílios,Eletrodomésticos,72.5,Indisponivel,Filial 10,Indisponivel
Blush em pó,Roupas,28.73,Indisponivel,Filial 5,Indisponivel
Blush em pó,Roupas,57.79,Indisponivel,Filial 2,Indisponivel
Batom líquido,Eletrônicos,1.08,Indisponivel,Filial 8,Indisponivel
Batom líquido,Eletrônicos,7.75,Indisponivel,Filial 3,Indisponivel
Lápis de sobrancelha,Alimentos,87.53,Indisponivel,Filial 8,Indisponivel
Delineador líquido,Eletrônicos,72.43,Indisponivel,Filial 7,Indisponivel
Batom matte,Alimentos,66.96,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Roupas,73.15,Indisponivel,Filial 1,Indisponivel
Corretivo,Eletrodomésticos,89.15,Indisponivel,Filial 10,Indisponivel
Delineador líquido,Roupas,61.3,Indisponivel,Filial 1,Indisponivel
Batom matte,Alimentos,85.74,Indisponivel,Filial 4,Indisponivel
Pó compacto,Eletrônicos,14.16,Indisponivel,Filial 9,Indisponivel
Batom matte,Alimentos,81.19,Indisponivel,Filial 10,Indisponivel
Máscara de cílios,Eletrônicos,9.06,Indisponivel,Filial 5,Indisponivel
Corretivo,Eletrônicos,6.11,Indisponivel,Filial 6,Indisponivel
Blush em pó,Alimentos,23.31,Indisponivel,Filial 2,Indisponivel
Base líquida,Roupas,26.25,Indisponivel,Filial 1,Indisponivel
Máscara de cílios,Roupas,56.65,Indisponivel,Filial 3,Indisponivel
Pó compacto,Alimentos,35.27,Indisponivel,Filial 3,Indisponivel
Batom matte,Alimentos,83.79,Indisponivel,Filial 5,Indisponivel
Delineador líquido,Eletrônicos,83.03,Indisponivel,Filial 8,Indisponivel
Máscara de cílios,Eletrônicos,26.58,Indisponivel,Filial 3,Indisponivel
Blush em pó,Roupas,92.29,Indisponivel,Filial 6,Indisponivel
Pó compacto,Alimentos,59.49,Indisponivel,Filial 10,Indisponivel
Sombra de olhos,Alimentos,29.49,Indisponivel,Filial 5,Indisponivel
Pó compacto,Eletrônicos,76.7,Indisponivel,Filial 6,Indisponivel
Pó compacto,Roupas,47.63,Indisponivel,Filial 2,Indisponivel
Corretivo,Eletrodomésticos,19.26,Indisponivel,Filial 9,Indisponivel
